ICB23CD,ICB23NM,Der_Financial_Year,EC_Department_Type,toa,mh_snomed,attends
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2023/24,3,2,0,19
E54000050,NHS North East and North Cumbria Integrated Care Board,2023/24,3,7,0,1258
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2022/23,1,15,0,3215
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,3,14,1,19
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2022/23,4,16,0,11
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2020/21,4,14,0,15
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2022/23,5,15,0,16
E54000037,NHS Devon Integrated Care Board,2020/21,3,22,0,8
E54000029,NHS North East London Integrated Care Board,2020/21,3,6,0,227
E54000055,NHS Birmingham and Solihull Integrated Care Board,2020/21,3,10,1,2
E54000055,NHS Birmingham and Solihull Integrated Care Board,2022/23,1,20,1,162
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,3,18,1,13
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2020/21,1,4,1,39
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2023/24,1,4,0,1527
E54000055,NHS Birmingham and Solihull Integrated Care Board,2023/24,1,13,1,133
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,1,14,1,57
E54000030,NHS South East London Integrated Care Board,2020/21,1,20,0,5397
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2023/24,3,4,0,18
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2021/22,1,1,0,1086
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,3,6,0,79
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,3,16,1,12
E54000030,NHS South East London Integrated Care Board,2020/21,3,15,0,3351
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,4,9,0,5
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2022/23,1,8,1,5
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2022/23,3,11,1,24
E54000059,NHS Northamptonshire Integrated Care Board,2022/23,4,18,0,2
E54000038,NHS Somerset Integrated Care Board,2019/20,3,17,1,7
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,3,2,1,1
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,4,16,1,3
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2022/23,5,2,0,1
E54000028,NHS North Central London Integrated Care Board,2022/23,3,2,1,1
E54000032,NHS Kent and Medway Integrated Care Board,2019/20,5,1,0,1
E54000030,NHS South East London Integrated Care Board,2023/24,3,22,1,9
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2020/21,3,10,1,1
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2023/24,3,10,1,1
E54000034,NHS Frimley Integrated Care Board,2023/24,5,22,0,484
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2023/24,4,11,0,45
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,1,10,0,13404
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2022/23,5,19,0,5
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2023/24,1,5,0,1021
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,18,0,4626
E54000034,NHS Frimley Integrated Care Board,2023/24,1,7,1,11
E54000034,NHS Frimley Integrated Care Board,2021/22,1,6,0,652
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2020/21,1,13,1,41
E54000027,NHS North West London Integrated Care Board,2023/24,1,11,0,9091
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,3,13,0,7153
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2019/20,1,3,0,1051
E54000037,NHS Devon Integrated Care Board,2023/24,1,14,1,86
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,15,1,55
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,3,2,0,65
E54000032,NHS Kent and Medway Integrated Care Board,2023/24,1,22,0,7188
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2022/23,3,3,0,19
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,4,12,0,238
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2022/23,3,6,0,55
E54000027,NHS North West London Integrated Care Board,2020/21,1,14,1,83
E54000030,NHS South East London Integrated Care Board,2022/23,1,12,1,114
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2023/24,1,5,0,754
E54000043,NHS Gloucestershire Integrated Care Board,2022/23,1,17,1,24
E54000058,NHS Derby and Derbyshire Integrated Care Board,2022/23,3,22,1,19
E54000032,NHS Kent and Medway Integrated Care Board,2020/21,1,2,1,84
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2023/24,1,23,1,90
E54000034,NHS Frimley Integrated Care Board,2022/23,1,18,0,4837
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,3,12,0,168
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2019/20,3,4,0,9
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,1,0,0,2385
E54000028,NHS North Central London Integrated Care Board,2022/23,3,13,1,23
E54000027,NHS North West London Integrated Care Board,2023/24,3,15,0,8967
E54000029,NHS North East London Integrated Care Board,2020/21,1,5,1,29
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,3,23,0,267
E54000031,NHS South West London Integrated Care Board,2020/21,3,0,0,109
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,1,10,0,1570
E54000027,NHS North West London Integrated Care Board,2021/22,1,10,1,65
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,3,8,0,2017
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,3,3,1,4
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,1,15,0,6516
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2022/23,3,23,0,41
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,1,9,0,410
E54000037,NHS Devon Integrated Care Board,2021/22,1,6,0,770
E54000027,NHS North West London Integrated Care Board,2020/21,1,3,1,48
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,23,0,1821
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,3,23,0,87
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,4,14,0,15
E54000027,NHS North West London Integrated Care Board,2020/21,3,13,1,12
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2023/24,4,16,0,10
E54000062,NHS Black Country Integrated Care Board,2021/22,3,19,1,6
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2022/23,5,8,0,18
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,3,18,0,3920
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2022/23,4,15,0,18
E54000027,NHS North West London Integrated Care Board,2023/24,1,9,0,6493
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,1,2,0,608
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,1,11,0,562
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2023/24,1,13,1,59
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,4,16,0,8
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,5,8,0,51
E54000054,NHS West Yorkshire Integrated Care Board,2022/23,1,12,1,129
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2022/23,3,5,0,18
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2022/23,3,4,0,49
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,1,14,1,30
E54000064,NHS Sussex Integrated Care Board,2021/22,5,8,0,2
E54000064,NHS Sussex Integrated Care Board,2019/20,1,2,0,1983
E54000022,NHS Norfolk and Waveney Integrated Care Board,2020/21,3,15,1,2
E54000058,NHS Derby and Derbyshire Integrated Care Board,2022/23,5,15,1,2
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2021/22,4,13,0,11
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2023/24,3,20,1,1
E54000063,NHS Surrey Heartlands Integrated Care Board,2022/23,1,8,1,12
E54000038,NHS Somerset Integrated Care Board,2022/23,3,15,1,9
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2021/22,3,16,1,4
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,3,17,1,3
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,4,10,1,4
E54000063,NHS Surrey Heartlands Integrated Care Board,2020/21,3,14,1,2
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2023/24,4,14,0,8
E54000063,NHS Surrey Heartlands Integrated Care Board,2023/24,3,7,1,1
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,4,1,0,3
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2023/24,5,12,1,1
E54000037,NHS Devon Integrated Care Board,2020/21,3,5,0,1
E54000043,NHS Gloucestershire Integrated Care Board,2023/24,1,10,1,17
E54000026,NHS Mid and South Essex Integrated Care Board,2023/24,3,23,0,88
E54000037,NHS Devon Integrated Care Board,2022/23,3,14,1,5
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,4,13,0,2528
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,1,1,0,1737
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,1,17,0,7881
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2020/21,3,16,0,2820
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,1,19,0,12721
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2020/21,1,9,1,25
E54000031,NHS South West London Integrated Care Board,2022/23,5,13,0,57
E54000057,NHS Greater Manchester Integrated Care Board,2022/23,4,5,0,15
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2019/20,1,2,0,796
E54000057,NHS Greater Manchester Integrated Care Board,2020/21,1,20,1,293
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2023/24,1,21,1,72
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,1,1,1,97
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,3,9,0,113
E54000038,NHS Somerset Integrated Care Board,2019/20,1,6,0,402
E54000057,NHS Greater Manchester Integrated Care Board,2019/20,1,13,0,17946
E54000059,NHS Northamptonshire Integrated Care Board,2022/23,3,13,0,3488
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2019/20,1,21,1,126
E54000034,NHS Frimley Integrated Care Board,2022/23,5,4,0,145
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,1,15,0,3232
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,4,8,0,5
E54000061,NHS South Yorkshire Integrated Care Board,2020/21,3,4,0,42
E54000037,NHS Devon Integrated Care Board,2023/24,1,8,0,2334
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,5,12,0,4
E54000034,NHS Frimley Integrated Care Board,2021/22,3,19,0,85
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,4,16,0,4
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2021/22,4,17,0,18
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2020/21,4,19,0,159
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2020/21,1,17,1,125
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2022/23,4,8,0,37
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,1,15,0,14581
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2022/23,3,11,0,8075
E54000037,NHS Devon Integrated Care Board,2020/21,1,3,1,29
E54000027,NHS North West London Integrated Care Board,2020/21,4,13,0,219
E54000059,NHS Northamptonshire Integrated Care Board,2023/24,3,13,0,3511
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2022/23,5,9,1,1
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2022/23,1,8,0,4110
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2020/21,3,19,0,2130
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2023/24,1,3,1,34
E54000027,NHS North West London Integrated Care Board,2020/21,3,11,0,1670
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,1,11,0,9026
E54000037,NHS Devon Integrated Care Board,2021/22,1,10,1,64
E54000022,NHS Norfolk and Waveney Integrated Care Board,2022/23,1,22,0,3755
E54000061,NHS South Yorkshire Integrated Care Board,2021/22,1,21,0,8710
E54000063,NHS Surrey Heartlands Integrated Care Board,2023/24,1,21,0,4984
E54000037,NHS Devon Integrated Care Board,2019/20,3,7,0,52
E54000050,NHS North East and North Cumbria Integrated Care Board,2022/23,3,16,0,15198
E54000037,NHS Devon Integrated Care Board,2019/20,3,23,0,12
E54000028,NHS North Central London Integrated Care Board,2023/24,3,21,1,5
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,3,22,0,907
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2023/24,1,11,0,5770
E54000041,NHS Dorset Integrated Care Board,2019/20,1,9,1,22
E54000013,NHS Lincolnshire Integrated Care Board,2023/24,1,1,1,34
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,1,4,0,1854
E54000038,NHS Somerset Integrated Care Board,2020/21,3,20,0,283
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2021/22,5,13,0,2
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,1,12,0,10402
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,3,11,0,229
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,3,10,0,10031
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2022/23,1,10,1,28
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2022/23,1,13,0,3314
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2021/22,1,14,0,986
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2023/24,5,15,1,3
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2022/23,4,19,0,7
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2023/24,3,8,1,7
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,3,21,1,3
E54000038,NHS Somerset Integrated Care Board,2019/20,3,1,0,8
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2020/21,4,15,1,3
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2022/23,5,8,0,3
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2020/21,4,16,0,2
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,3,8,1,2
E54000031,NHS South West London Integrated Care Board,2022/23,4,8,1,1
E54000063,NHS Surrey Heartlands Integrated Care Board,2019/20,4,16,1,1
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,4,20,0,1
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2019/20,1,3,0,1768
E54000030,NHS South East London Integrated Care Board,2019/20,4,15,0,34
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2023/24,3,4,0,9
E54000041,NHS Dorset Integrated Care Board,2021/22,1,5,0,599
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,1,22,1,63
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,4,15,1,5
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2021/22,1,17,0,8334
E54000026,NHS Mid and South Essex Integrated Care Board,2019/20,1,7,1,13
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,3,6,0,36
E54000030,NHS South East London Integrated Care Board,2023/24,3,10,0,6033
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,1,21,1,98
E54000061,NHS South Yorkshire Integrated Care Board,2022/23,3,15,0,1721
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,3,14,1,16
E54000026,NHS Mid and South Essex Integrated Care Board,2023/24,4,10,0,7
E54000032,NHS Kent and Medway Integrated Care Board,2022/23,3,20,1,25
E54000038,NHS Somerset Integrated Care Board,2021/22,3,20,1,3
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,3,19,1,7
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,1,5,0,2586
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,4,9,0,11
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2022/23,3,4,0,18
E54000034,NHS Frimley Integrated Care Board,2023/24,1,6,0,702
E54000062,NHS Black Country Integrated Care Board,2022/23,1,23,0,4573
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2022/23,1,7,0,234
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,3,18,1,7
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2023/24,3,23,0,34
E54000028,NHS North Central London Integrated Care Board,2021/22,1,15,0,7645
E54000055,NHS Birmingham and Solihull Integrated Care Board,2023/24,1,2,0,2458
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,1,23,0,8824
E54000064,NHS Sussex Integrated Care Board,2019/20,3,18,1,16
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,5,1,15
E54000057,NHS Greater Manchester Integrated Care Board,2021/22,3,20,0,1927
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2021/22,5,15,1,1
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,1,0,0,1532
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2023/24,3,17,0,5454
E54000034,NHS Frimley Integrated Care Board,2019/20,3,12,0,114
E54000037,NHS Devon Integrated Care Board,2023/24,1,12,1,63
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2020/21,1,7,1,12
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2023/24,5,13,0,13
E54000055,NHS Birmingham and Solihull Integrated Care Board,2020/21,4,9,0,7
